player_id,person_id,name,team,team name,division,year,age,class,w,l,g,gs,cg,sho,sv,ip,tbf,h,r,er,hr,bb,hbp,wp,bk,so,qualified
n_q000251,q000251,Jason Shuger,AFA,Air Force,1,2021,,So,2,5,14,7,0,0,0,44.0,222,53,39,35,2,35,10,11,0,44,True
n_q000265,q000265,Joe Martinez III,AFA,Air Force,1,2021,,Sr,1,0,16,0,0,0,0,9.2,48,16,13,13,1,3,2,1,0,6,False
n_q000258,q000258,John Byrnes,AFA,Air Force,1,2021,,Sr,5,4,14,14,0,0,0,67.2,289,61,39,29,4,27,9,9,1,59,True
n_q008688,q008688,Kyle Moats,AFA,Air Force,1,2021,,Fr,0,0,1,0,0,0,0,0.1,3,0,2,2,0,2,0,0,0,0,False
n_q000259,q000259,Luke Chilcutt,AFA,Air Force,1,2021,,Sr,1,0,7,0,0,0,0,7.2,43,10,13,12,2,9,1,2,0,6,False
n_q000253,q000253,Mitchell Woelfle,AFA,Air Force,1,2021,,So,0,0,1,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,1,False
n_q000266,q000266,Nathan Price,AFA,Air Force,1,2021,,Jr,0,0,11,0,0,0,1,12.0,65,20,14,13,4,7,4,1,0,5,False
n_q008695,q008695,Paul Skenes,AFA,Air Force,1,2021,,Fr,1,1,18,0,0,0,11,26.2,110,20,10,8,3,9,1,4,0,30,False
n_q000267,q000267,Robert Martin,AFA,Air Force,1,2021,,Jr,4,1,16,2,0,0,1,37.1,162,31,20,15,3,20,3,5,1,36,False
n_q000254,q000254,Ryan Stohr,AFA,Air Force,1,2021,,So,0,0,3,0,0,0,0,5.1,30,13,7,7,0,4,1,1,0,1,False
n_q000255,q000255,Stevan Fairburn Jr.,AFA,Air Force,1,2021,,Jr,5,5,15,15,0,0,0,61.1,290,79,54,46,14,23,10,5,1,44,True
n_q000256,q000256,Zach Argo,AFA,Air Force,1,2021,,Jr,2,2,18,5,0,0,0,35.0,166,42,29,21,4,15,8,5,1,23,False
n_q010878,q010878,Anthony Fett,AKR,Akron,1,2021,,Fr,1,5,9,8,1,0,0,47.0,217,56,33,27,4,26,1,5,0,32,True
n_q000020,q000020,Brady Mehl,AKR,Akron,1,2021,,Sr,0,1,14,0,0,0,0,21.0,105,29,23,23,3,11,1,6,2,17,False
n_q000015,q000015,Conor Steinbaugh,AKR,Akron,1,2021,,Sr,3,2,7,7,1,0,0,37.1,147,28,16,12,3,1,4,4,0,39,False
n_q000013,q000013,Dylan James,AKR,Akron,1,2021,,So,0,0,1,0,0,0,0,1.0,9,0,4,4,0,4,2,1,0,0,False
n_q000011,q000011,Grayson Phillips,AKR,Akron,1,2021,,So,0,2,4,1,0,0,0,4.1,35,12,16,16,2,9,1,3,0,0,False
n_q000012,q000012,Jackson Hickert,AKR,Akron,1,2021,,Sr,0,0,4,2,0,0,0,15.0,60,7,4,4,1,8,1,1,0,24,False
n_q010874,q010874,Jackson Miller,AKR,Akron,1,2021,,So,0,1,12,2,0,0,0,31.2,157,29,24,22,5,31,3,10,0,23,False
n_q000008,q000008,Jacob Clark,AKR,Akron,1,2021,,So,0,3,8,3,1,0,0,25.1,128,37,29,25,5,8,6,4,0,16,False
n_q010883,q010883,John Creel,AKR,Akron,1,2021,,Sr,4,3,11,7,0,0,0,29.0,150,14,22,21,1,37,16,6,0,34,False
n_q010877,q010877,Mark Meyer,AKR,Akron,1,2021,,Sr,3,4,15,3,0,0,4,24.2,129,35,23,19,5,14,4,7,1,25,False
n_q000002,q000002,Matthew Radtka,AKR,Akron,1,2021,,Sr,0,2,15,0,0,0,0,19.0,91,20,11,9,1,11,7,1,0,19,False
n_q010879,q010879,Sammy Tortorella,AKR,Akron,1,2021,,Fr,0,5,9,7,0,0,0,29.0,154,38,41,36,7,22,6,6,0,13,False
n_q010881,q010881,Spencer Atkins,AKR,Akron,1,2021,,Fr,0,0,13,0,0,0,0,20.1,107,30,22,20,2,9,6,5,0,10,False
n_q000016,q000016,Taed Heydinger,AKR,Akron,1,2021,,Sr,1,7,12,11,2,0,0,59.1,275,65,38,34,3,31,4,5,0,45,True
n_q010870,q010870,Tyler Gault,AKR,Akron,1,2021,,Sr,1,1,11,0,0,0,0,18.0,110,29,30,24,5,25,4,4,0,10,False
n_q010869,q010869,Yassir Kahook,AKR,Akron,1,2021,,Fr,1,0,7,0,0,0,1,14.0,70,18,15,13,2,8,4,1,0,5,False
n_q001419,q001419,Antoine Jean,ALA,Alabama,1,2021,,So,2,1,7,6,0,0,0,26.1,117,22,16,11,2,16,3,3,0,24,False
n_q008568,q008568,Brayden Rowe,ALA,Alabama,1,2021,,Fr,0,0,1,0,0,0,0,0.1,4,0,1,1,0,2,1,0,0,1,False
n_q001425,q001425,Brock Guffey,ALA,Alabama,1,2021,,Sr,0,1,11,0,0,0,2,14.1,69,16,9,9,1,9,1,2,0,16,False
n_q008555,q008555,Bryce Eblin,ALA,Alabama,1,2021,,Fr,0,0,2,0,0,0,0,1.1,8,2,3,3,0,2,1,0,0,1,False
n_q001426,q001426,Chase Lee,ALA,Alabama,1,2021,,Jr,7,0,22,0,0,0,7,40.2,167,29,8,6,4,14,5,2,0,51,False
n_q001421,q001421,Connor Prielipp,ALA,Alabama,1,2021,,So,1,1,3,3,0,0,0,7.0,30,8,3,3,1,1,0,0,1,12,False
n_q001427,q001427,Connor Shamblin,ALA,Alabama,1,2021,,Jr,4,2,15,6,0,0,1,46.0,200,44,26,24,5,16,5,5,0,44,False
n_q001428,q001428,Dylan Smith,ALA,Alabama,1,2021,,Jr,2,8,16,16,1,0,0,98.1,404,99,42,42,14,20,1,6,0,113,True
n_q008558,q008558,Eli Giles,ALA,Alabama,1,2021,,Fr,0,1,10,0,0,0,0,13.0,67,25,15,14,2,6,1,1,1,16,False
n_q008561,q008561,Grayson Hitt,ALA,Alabama,1,2021,,Fr,2,3,11,3,0,0,0,18.1,95,22,23,22,3,15,5,4,0,16,False
n_q011563,q011563,Hunter Ruth,ALA,Alabama,1,2021,,Jr,0,0,9,0,0,0,1,15.1,68,19,10,10,1,5,0,1,0,14,False
n_q001431,q001431,Jacob McNairy,ALA,Alabama,1,2021,,Jr,1,1,15,3,0,0,0,37.0,163,45,26,23,4,9,1,1,0,27,False
n_q008556,q008556,Jake Eddington,ALA,Alabama,1,2021,,Fr,1,0,14,1,0,0,0,21.0,102,31,18,17,2,12,0,6,1,25,False
n_q001429,q001429,Landon Green,ALA,Alabama,1,2021,,So,3,2,19,1,0,0,2,31.2,139,22,19,18,5,16,7,5,0,39,False
n_q001423,q001423,Tyler Ras,ALA,Alabama,1,2021,,Jr,7,5,16,15,0,0,0,86.2,376,93,59,56,20,24,5,5,1,59,True
n_q008557,q008557,William Freeman,ALA,Alabama,1,2021,,Sr,2,1,24,4,0,0,1,56.2,222,43,17,14,5,11,2,7,0,39,True
n_q001460,q001460,Anthony Fusco,ALB,UAlbany,1,2021,,So,1,2,9,1,0,0,2,10.1,54,17,13,9,0,5,1,1,0,9,False
n_q001474,q001474,Anthony Germinerio,ALB,UAlbany,1,2021,,Jr,3,5,11,10,1,0,0,59.0,256,57,32,26,3,17,8,8,0,54,True
n_q011347,q011347,Camden Wypior,ALB,UAlbany,1,2021,,Fr,0,0,1,0,0,0,0,0.2,6,0,0,0,0,3,1,0,0,2,False
n_q011257,q011257,Chase Carroll,ALB,UAlbany,1,2021,,Fr,0,1,17,1,0,0,0,6.1,40,12,12,10,1,7,1,1,0,5,False
n_q011258,q011258,Connor Eisenmann,ALB,UAlbany,1,2021,,Fr,2,5,12,5,0,0,1,39.1,192,38,28,26,2,28,8,4,2,45,True
n_q001472,q001472,Connor Takacs,ALB,UAlbany,1,2021,,Sr,0,2,9,4,0,0,0,27.2,130,29,27,20,3,16,5,4,1,16,False
n_q001458,q001458,Cregg Scherrer,ALB,UAlbany,1,2021,,So,4,4,13,12,2,0,0,64.0,302,65,54,35,5,40,8,9,1,52,True
n_q011298,q011298,Frank Furey,ALB,UAlbany,1,2021,,So,0,0,2,0,0,0,0,2.1,26,10,16,12,2,6,3,3,0,1,False
n_q011372,q011372,Joe Kruszka,ALB,UAlbany,1,2021,,Sr,2,1,4,0,0,0,0,7.1,38,7,12,11,3,10,1,1,0,11,False
n_q011542,q011542,Kenny McLean,ALB,UAlbany,1,2021,,Sr,0,0,2,0,0,0,0,2.0,11,2,1,1,0,3,0,1,0,2,False
n_q001459,q001459,Kyle Menaker,ALB,UAlbany,1,2021,,So,0,0,7,0,0,0,0,7.0,36,10,8,8,0,3,2,3,0,4,False
n_q001469,q001469,Marshall Winn,ALB,UAlbany,1,2021,,Sr,0,0,8,0,0,0,0,9.0,45,8,10,10,1,9,2,2,1,12,False
n_q011497,q011497,Owen Birkman,ALB,UAlbany,1,2021,,Fr,0,0,3,0,0,0,0,4.0,27,6,10,3,1,4,3,1,0,1,False
n_q011255,q011255,Ray Weber,ALB,UAlbany,1,2021,,Sr,7,2,13,13,4,1,0,83.0,354,76,35,34,6,34,9,3,1,46,True
n_q011261,q011261,Rob Manetta,ALB,UAlbany,1,2021,,Fr,2,3,19,1,0,0,1,31.2,145,26,17,16,4,16,8,4,0,24,False
n_q011299,q011299,Steven Turk,ALB,UAlbany,1,2021,,Fr,1,0,13,0,0,0,0,23.0,103,23,14,14,2,7,6,4,0,12,False
n_q001487,q001487,Andrew Meadows,ALCN,Alcorn,1,2021,,Jr,0,1,9,0,0,0,0,9.2,64,10,15,11,0,16,8,6,0,9,False
n_q011359,q011359,Devin Puckett,ALCN,Alcorn,1,2021,,Fr,1,0,9,0,0,0,0,10.0,61,14,14,14,2,13,4,7,0,12,False
n_q001482,q001482,Diego Lopez-Molina,ALCN,Alcorn,1,2021,,So,0,0,2,0,0,0,0,1.1,10,1,4,4,0,3,2,0,0,2,False
n_q011417,q011417,Garrett Palladino,ALCN,Alcorn,1,2021,,Fr,0,0,2,0,0,0,0,2.0,12,4,4,4,0,2,1,1,0,1,False
n_q001484,q001484,George Osborne III,ALCN,Alcorn,1,2021,,Jr,0,3,9,4,0,0,0,25.2,132,29,29,23,0,30,6,4,0,28,True
n_q011352,q011352,Joe Smith,ALCN,Alcorn,1,2021,,Sr,0,0,10,0,0,0,0,14.0,82,19,21,20,1,13,6,1,0,17,False
n_q009106,q009106,Jose Fernandez,ALCN,Alcorn,1,2021,,Sr,1,7,10,9,2,0,1,61.1,260,50,30,16,0,21,8,5,5,55,True
n_q011357,q011357,Kobe Head,ALCN,Alcorn,1,2021,,Fr,3,5,8,8,1,1,0,39.0,184,50,36,30,3,19,2,0,0,28,True
n_q001477,q001477,Lane Gordon,ALCN,Alcorn,1,2021,,Sr,1,1,7,4,0,0,1,24.2,113,34,17,15,1,8,0,0,0,17,True
n_q011354,q011354,Raylan Wagner,ALCN,Alcorn,1,2021,,Fr,1,3,10,1,0,0,0,16.0,94,30,26,21,2,11,1,2,0,19,False
n_q009105,q009105,Tyler Smith,ALCN,Alcorn,1,2021,,Sr,0,0,1,0,0,0,0,0.2,3,0,0,0,0,1,0,0,0,1,False
n_q011355,q011355,Xerian Ximines,ALCN,Alcorn,1,2021,,Fr,0,0,9,1,0,0,0,11.0,71,18,24,20,0,18,2,5,0,8,False
n_q010786,q010786,Adiel Melendez,ALST,Alabama St.,1,2021,,Fr,0,0,4,0,0,0,0,4.1,27,9,6,5,1,5,0,1,0,5,False
n_q001403,q001403,Alexander Castro,ALST,Alabama St.,1,2021,,Sr,0,2,9,1,0,0,1,9.2,59,21,15,14,0,6,3,1,0,10,False
n_q001396,q001396,Austin King,ALST,Alabama St.,1,2021,,Sr,2,2,6,6,0,0,0,19.0,93,26,12,10,1,9,4,3,0,18,False
n_q010717,q010717,Breon Pooler,ALST,Alabama St.,1,2021,,Sr,5,3,12,12,1,1,0,64.1,270,41,34,24,3,32,9,4,0,84,True
n_q010716,q010716,Britt Buckelew,ALST,Alabama St.,1,2021,,Sr,3,1,15,0,0,0,1,30.1,143,35,21,17,0,5,11,0,0,34,False
n_q011376,q011376,Isaias Hernandez,ALST,Alabama St.,1,2021,,Fr,0,0,1,0,0,0,0,0.2,5,3,3,3,1,0,0,0,0,0,False
n_q001394,q001394,Jacknell Guzman,ALST,Alabama St.,1,2021,,Sr,1,2,10,4,0,0,1,29.0,141,35,22,15,1,16,5,1,0,22,False
n_q001411,q001411,Jeremy Rivera,ALST,Alabama St.,1,2021,,Jr,3,0,6,5,0,0,1,27.1,128,29,14,13,0,16,2,6,0,27,False
n_q001392,q001392,Jordan Gould,ALST,Alabama St.,1,2021,,Sr,4,1,13,5,0,0,0,36.1,182,44,23,19,2,22,2,6,0,41,True
n_q010829,q010829,Nate Palmer,ALST,Alabama St.,1,2021,,So,0,1,4,0,0,0,0,1.1,17,7,7,6,1,5,0,0,1,2,False
n_q010787,q010787,Osvaldo Mendez,ALST,Alabama St.,1,2021,,So,2,3,15,7,0,0,0,45.1,197,37,26,20,6,28,2,0,1,56,True
n_q001393,q001393,Payton Harris,ALST,Alabama St.,1,2021,,Sr,2,1,20,0,0,0,3,42.0,160,18,12,6,1,17,3,2,1,58,True
n_q001409,q001409,Ricardo Rivera,ALST,Alabama St.,1,2021,,Jr,0,3,8,2,0,0,0,13.1,77,16,21,19,3,14,7,1,0,13,False
n_q001385,q001385,Ryan Velazquez,ALST,Alabama St.,1,2021,,Sr,1,0,18,0,0,0,2,25.0,110,15,7,7,1,17,1,2,0,38,False
n_q001395,q001395,Trenton Jamison,ALST,Alabama St.,1,2021,,Jr,0,0,1,0,0,0,0,0.0,3,0,0,0,0,3,0,0,0,0,False
n_q011375,q011375,Trevor Jurjevich,ALST,Alabama St.,1,2021,,Sr,0,0,6,0,0,0,0,8.1,42,10,10,7,0,3,2,1,0,7,False
n_q001217,q001217,Cassius Shy,AMCC,A&M-Corpus Christi,1,2021,,Jr,0,5,18,3,0,0,2,34.0,172,35,31,23,3,24,9,2,0,29,False
n_q010351,q010351,Colin Purcell,AMCC,A&M-Corpus Christi,1,2021,,Fr,0,1,9,1,0,0,0,12.2,83,21,24,21,2,15,6,5,0,12,False
n_q001225,q001225,Daniel Nelson,AMCC,A&M-Corpus Christi,1,2021,,Jr,0,1,11,2,0,0,0,10.0,68,22,20,16,0,11,3,3,0,11,False
n_q001235,q001235,Dom Lopez,AMCC,A&M-Corpus Christi,1,2021,,Fr,0,1,11,0,0,0,0,10.0,57,15,13,13,3,7,4,2,0,10,False
n_q001221,q001221,Dylan Johnson,AMCC,A&M-Corpus Christi,1,2021,,Fr,0,2,14,5,0,0,0,20.1,99,24,16,14,4,13,5,1,0,14,False
n_q001232,q001232,Hayden Thomas,AMCC,A&M-Corpus Christi,1,2021,,So,4,3,15,14,0,0,0,81.2,363,73,41,30,4,39,10,11,2,94,True
n_q001227,q001227,Henry Bird,AMCC,A&M-Corpus Christi,1,2021,,Jr,1,3,15,4,0,0,1,38.2,177,40,33,29,8,19,6,2,0,31,False
n_q010374,q010374,JT Moeller,AMCC,A&M-Corpus Christi,1,2021,,Fr,3,0,15,2,0,0,0,24.0,108,30,14,12,2,5,2,2,0,23,False
n_q001219,q001219,Jaime Ramirez Jr.,AMCC,A&M-Corpus Christi,1,2021,,Fr,7,2,17,3,1,0,1,52.2,224,44,27,25,5,28,1,2,1,51,True
n_q001229,q001229,John Gaddis,AMCC,A&M-Corpus Christi,1,2021,,Jr,5,3,13,10,4,2,0,64.0,256,42,19,16,6,18,4,5,0,72,True
n_q001223,q001223,Justin Lewis,AMCC,A&M-Corpus Christi,1,2021,,So,0,0,4,0,0,0,0,2.1,20,6,6,6,0,6,1,0,0,4,False
n_q001230,q001230,Leo Perez,AMCC,A&M-Corpus Christi,1,2021,,Jr,2,4,15,6,0,0,0,42.1,202,49,34,30,4,19,6,6,0,34,False
n_q001233,q001233,Mason Hopkins,AMCC,A&M-Corpus Christi,1,2021,,So,0,0,7,2,0,0,0,8.2,53,21,17,16,3,4,2,0,1,7,False
n_q001226,q001226,Nic Hernandez,AMCC,A&M-Corpus Christi,1,2021,,Fr,0,0,1,0,0,0,0,0.0,2,0,0,0,0,1,1,0,0,0,False
n_q010353,q010353,Nick Urbantke,AMCC,A&M-Corpus Christi,1,2021,,Sr,0,1,12,1,0,0,0,16.0,83,24,15,11,1,8,2,3,0,12,False
n_q010362,q010362,Sebastian Mejia,AMCC,A&M-Corpus Christi,1,2021,,Fr,0,0,5,0,0,0,0,2.0,13,3,3,3,0,2,2,0,0,0,False
n_q001236,q001236,Tyler Miller,AMCC,A&M-Corpus Christi,1,2021,,So,3,3,17,1,0,0,0,31.0,129,26,13,11,4,12,2,2,0,28,False
n_q008120,q008120,AJ Stinson,APP,App State,1,2021,,Jr,0,0,7,0,0,0,0,4.1,29,5,9,7,1,9,1,3,0,7,False
n_q008123,q008123,Andrew Papp,APP,App State,1,2021,,Sr,0,0,18,0,0,0,1,18.0,92,29,16,14,1,7,2,1,0,15,False
n_q001505,q001505,Andrew Terrell,APP,App State,1,2021,,Jr,1,2,9,2,0,0,2,12.1,64,17,12,12,2,5,3,0,0,18,False
n_q001510,q001510,Austin Primm,APP,App State,1,2021,,Jr,0,0,8,0,0,0,0,7.2,41,13,11,11,5,5,1,2,0,8,False
n_q008121,q008121,Ben Peterson,APP,App State,1,2021,,Fr,2,3,11,4,0,0,0,20.1,101,16,18,16,1,19,6,7,0,16,False
n_q001508,q001508,Cam Roberts,APP,App State,1,2021,,Jr,0,1,10,2,0,0,0,12.1,66,20,15,14,3,8,4,3,0,8,False
n_q001515,q001515,Cole Hooper,APP,App State,1,2021,,Jr,0,1,2,2,0,0,0,0.2,13,8,11,11,1,2,1,1,0,1,False
n_q001496,q001496,Cy Smith,APP,App State,1,2021,,So,0,1,14,0,0,0,0,12.0,69,15,15,15,3,17,3,2,0,13,False
n_q008114,q008114,Eli Ellington,APP,App State,1,2021,,Jr,3,0,26,0,0,0,5,46.1,190,30,18,18,4,17,4,7,0,52,True
n_q001514,q001514,Evan Mauldin,APP,App State,1,2021,,So,0,0,6,0,0,0,0,6.1,41,12,14,14,1,9,0,1,0,9,False
n_q001503,q001503,Jason Cornatzer,APP,App State,1,2021,,Jr,1,2,16,2,0,0,0,35.0,170,49,32,30,3,15,3,4,0,40,False
n_q008119,q008119,Jeriah Henry,APP,App State,1,2021,,Jr,0,0,5,0,0,0,0,3.0,23,9,9,9,2,5,0,4,0,6,False
n_q001494,q001494,Noah Hall,APP,App State,1,2021,,So,5,1,18,5,0,0,3,49.2,209,39,25,22,5,23,2,4,0,52,True
n_q001506,q001506,Phillip Cole,APP,App State,1,2021,,Jr,0,0,2,0,0,0,0,2.0,6,0,0,0,0,0,0,0,0,4,False
n_q001490,q001490,Quinton Martinez,APP,App State,1,2021,,Sr,3,7,13,13,0,0,0,62.1,274,69,44,39,10,23,1,5,0,46,True
n_q001492,q001492,Shane Roberts,APP,App State,1,2021,,Jr,1,1,15,0,0,0,0,16.1,76,14,10,10,3,11,1,6,0,15,False
n_q008113,q008113,Trey Tujetsch,APP,App State,1,2021,,So,1,6,12,8,0,0,0,42.0,206,68,49,46,12,20,1,3,0,38,True
n_q001509,q001509,Tyler Tuthill,APP,App State,1,2021,,Jr,4,6,14,14,1,0,0,89.1,370,52,38,33,6,43,14,11,1,76,True
n_q008765,q008765,Austin Loeb,APSU,Austin Peay,1,2021,,Jr,0,2,14,1,0,0,2,18.0,97,32,25,25,6,10,2,3,0,21,False
n_q001660,q001660,Collin Loose,APSU,Austin Peay,1,2021,,Jr,0,0,6,0,0,0,0,5.1,28,9,5,5,2,3,1,0,0,5,False
n_q001653,q001653,Drew McIllwain,APSU,Austin Peay,1,2021,,So,2,3,16,9,0,0,0,60.0,258,51,33,27,6,26,2,11,0,54,True
n_q001655,q001655,Greg Norman,APSU,Austin Peay,1,2021,,So,1,2,9,3,0,0,0,13.2,68,15,18,16,2,8,4,5,0,13,False
n_q001665,q001665,Harley Gollert,APSU,Austin Peay,1,2021,,Sr,4,5,19,6,0,0,2,70.2,320,67,51,41,13,42,0,5,0,68,True
n_q001652,q001652,Hayden Josephson,APSU,Austin Peay,1,2021,,Sr,0,2,9,5,0,0,0,14.0,81,22,24,19,1,13,1,4,0,17,False
n_q008770,q008770,Keegan Mills,APSU,Austin Peay,1,2021,,Fr,0,0,14,0,0,0,0,16.1,88,15,19,13,1,21,5,10,1,20,False
n_q001670,q001670,Kyle Nunn,APSU,Austin Peay,1,2021,,Sr,0,0,19,0,0,0,0,23.0,113,19,18,9,1,20,8,2,0,12,False
n_q001662,q001662,Luke Brown,APSU,Austin Peay,1,2021,,Jr,4,2,15,13,1,0,0,70.0,306,81,50,47,11,21,3,6,0,49,True
n_q001654,q001654,Matt Magrann,APSU,Austin Peay,1,2021,,So,0,1,13,0,0,0,0,12.0,69,15,18,18,2,14,4,3,0,9,False
n_q008764,q008764,Michael Sturek,APSU,Austin Peay,1,2021,,Jr,1,0,6,0,0,0,0,6.2,40,14,10,10,5,5,2,1,0,7,False
n_q008766,q008766,Nick Wellman,APSU,Austin Peay,1,2021,,Fr,2,0,19,0,0,0,2,23.2,114,25,20,17,2,20,1,4,0,12,False
n_q008769,q008769,Nolan O'Shoney,APSU,Austin Peay,1,2021,,Fr,0,6,16,4,0,0,0,29.0,142,42,33,26,7,11,1,4,1,22,False
n_q001659,q001659,Peyton Jula,APSU,Austin Peay,1,2021,,So,2,4,16,8,0,0,0,52.1,245,62,44,39,10,23,8,5,1,38,True
n_q001661,q001661,Sebastian Martinez,APSU,Austin Peay,1,2021,,Jr,4,6,20,7,0,0,0,50.0,242,53,35,31,8,34,4,9,2,50,True
n_q008774,q008774,Tucker Weaver,APSU,Austin Peay,1,2021,,Sr,3,0,19,0,0,0,1,22.2,96,23,12,12,4,7,2,1,0,15,False
n_q008281,q008281,Austin Smith,ARIZ,Arizona,1,2021,,Jr,2,1,18,6,0,0,0,28.0,131,28,17,16,0,18,2,6,2,25,False
n_q001541,q001541,Chandler Murphy,ARIZ,Arizona,1,2021,,Fr,7,0,20,8,0,0,0,63.0,287,71,43,30,1,25,5,10,1,62,True
n_q008284,q008284,Chase Silseth,ARIZ,Arizona,1,2021,,So,8,1,18,18,0,0,0,97.1,447,112,73,60,6,29,13,13,3,105,True
